,comment,anger,contempt,disgust,enjoyment,fear,sadness,surprise
7004,"ঈদের আগে এই রকম পরিস্থিতিতে,, ব্যবসায়ীদের আর্থিক ক্ষতি মুখে থেকে রক্ষা করতে হবে,,,কারণ তাদের পরিবার আছে এটা সবাইকে ভাবতে হবে",0,0,0,0,0,1,0
7005,"এই সরকার দিয়ে কিছুই হবেনা, বরং ব্যবসায়ী ও ছাত্রদের ক্ষতি হবে। মাঝখানে ব্যবসা করবে পুলিশ । বরং সেখানে সেনাবাহিনী মোতায়েন করা দরকার ?",1,0,1,0,0,0,0
7006,সুরাহা না হওয়া পর্যন্ত সব অফ থাকবে।,1,0,0,0,0,0,0
7007,ব্যবসা বের করছে দাড়া,0,1,0,0,0,0,0
7008,"গায়ের উপর বোমা মারল তাঁহার তো কিছুই হইলো না,",0,1,0,0,0,0,0
7009,কক‌টেল বি‌স্ফোরণ সমাধান নয় । আ‌রো অশা‌ন্তি সৃ‌ষ্টি কর‌বে ।,0,0,0,0,0,1,0
7010,দোকান বন্ধ থাকবে। ঈদ পর্যন্ত। কোন ছাড় নাই,1,0,0,0,0,0,0
7011,বোমাবাজ ঢাকা কলেজ,1,0,0,0,0,0,0
7012,খেলানা বোম সমস্যা নাই,0,1,0,0,0,0,0
7013,জাদের উপর হামলা হইছিলো তাদের ছুটি দিয়ে মারকেট খোলা রাখলে এমন ই হবে! কোনো বিচার হইলো না বেস স্বাভাবিক হইয়া গেলো!,1,0,1,0,0,0,0
7014,শালার সাংঘাতিক এই তোর ৫০০ ছাত্র???? সাংঘাতিক দের ধরে পিডানো দরকার,1,0,0,0,0,0,0
7017,দেশে কিসরকার নাই?,0,0,1,0,0,0,0
7019,ঈদের দশ দিন পযন্ত নিউ মাকেট বন্ধ রাখা হোক।,1,0,0,0,0,0,0
7021,"বেবসায়ী।সরকার।
নীতি।ধর।মার।খাও",1,0,0,0,0,0,0
7023,নিউমার্কেট বন্ধ করা হোক,1,0,0,0,0,0,0
7024,"সরকার ব্যবসায়ী।
দেশের। শত্রু",1,0,0,0,0,0,0
7025,তোদেরকে কি চুম্মা দিব? অনির্দিষ্টকালের নিউমার্কেট বন্ধ থাকবে।,1,0,0,0,0,0,0
7027,নিউ মার্কেট এলাকায় সব দোকান বন্ধ রাখা দরকার ৷ ওরা দোকানদার নামে এক এক জন ডা*কা*ত আর ছিন*তাই কা*রি ৷,1,0,0,0,0,0,0
7030,"আমরা কি মিথ্যে কথা বলতেছি
আমার গায়ের উপর বোম মারছে কেনো মারবে ওরা বোম খেলা জমছে!",0,1,0,0,0,0,0
7031,লেখাপড়া।এগিয়ে।যাক।,0,1,0,0,0,0,0
7033,সারাজীবনের জন্য নিউমার্কেট বন্ধ করে দাও।।,1,0,0,0,0,0,0
7034,বাংলাদেশর প্রশাসনের অবস্থা খুবিই নাজুক,1,0,0,0,0,0,0
7035,সরকার এর পস্রয় পেয়ে গেসে ব্যবসায়িকরা,1,0,0,0,0,0,0
7036,হেতেরে বোমা মারছে তারতো কিছূ হলোনা,0,1,0,0,0,0,0
7037,"এই সবের পিছনে রাজনৈতিক দলের
কোন চক্রান্ত থাকতে পারে",1,0,0,0,0,0,0
7038,নিউ মার্কেট ভেঙ্গে ফেলা হোক,1,0,0,0,0,0,0
7039,তোমরা ককটেল মারতেছো কেন? সাধারন মানুষ রেখে পুলিশ উল্টা তোমাদের প্রটেকশন দিবে? পারসনাল ইস্যু কে ছাত্র নাম ভাঙিয়ে আর কত চলবা। এদের চেহারা দেখে ছাত্র মনে হয়?,1,0,1,0,0,0,0
7040,ঈদের আগে দোকান খোলার দরকার নাই।,1,0,0,0,0,0,0
7041,কথায় কথায় মাননীয় প্রধানমন্ত্রী... আর কেউ নাই এই দেশে,1,0,1,0,0,0,0
7042,ছাত্রলীগ। মাফিঅয়া,1,0,0,0,0,0,0
7044,এই ঘটনার মূল হোতা তাপসের কালো হাত ভেঙ্গে দাঁও,1,0,0,0,0,0,0
7046,কিম জং এর কাছ থেকে একটি মিসাইল আনা হোক!,0,1,0,0,0,0,0
7047,মারি ফেল সব। মানুষ মানুষের জীবন তেজপাতা বানিয়ে ফেলছে। সবাই মরে যা।,1,0,0,0,0,0,0
7049,তাপসের কালো হাত ভেঙ্গে দাও,1,0,0,0,0,0,0
7050,"ঠিকই আছে, প্রতিদিন বোম মারা উচিত তোমার উপর কারন তুমি বোমামানব",1,1,0,0,0,0,0
7052,আন্দোলন চলছে চলবে।,1,0,0,0,0,0,0
7054,ঢাকা কলেজ বন্দ করে দিলইত সমাধান হয়,1,0,0,0,0,0,0
7055,নিউমার্কেটের অসাধু ব্যবসায়ী গুলা ক্রেতাদের সাথে খারাপ আচরণ করে। ঈদ আসলে এরা আরো বেশি উৎপাত করে। উচিত হয়েছে। এই ঈদে নিউমার্কেট বয়কট করুন।,1,0,1,0,0,0,0
7056,মারকেট বনদ করে দেও,1,0,0,0,0,0,0
7057,ঈদের আগ পযর্ন্ত মার্কেট বন্ধ ঘোষণা করা হউক,1,0,0,0,0,0,0
7059,ভাইয়া সরকারের মধুর চাকে ডিল মার চেন,0,1,0,0,0,0,0
7060,"ঢাকা ভার্সিটি সহ সকল কলেজের শিক্ষার্থীদের প্রতি অনুরোধ,নিউ মার্কেটের দেয়াদব ব্যবসায়ীদের বিপক্ষে অবস্থান নেওয়ার জন্য",1,0,0,0,0,0,0
7061,উড়ায় দাও মার্কেট,1,0,0,0,0,0,0
7062,নিজেরাই বোম ককটেল মারে অন্যের উপর দুষ দেয় টেকনিক,0,1,0,0,0,0,0
7065,কোন ছাত্র মারা গেলে খবর আছে।ছাত্রদের সম্নান কর,1,0,0,0,0,0,0
7066,ইন্ডিয়া।হাসিনাকে।সরাবে,0,1,0,0,0,0,0
7067,আমার গায়ের উপর বোম মারছে,1,0,0,0,0,0,0
7068,গাও প্যাচায়া বোম মারছে,1,0,0,0,0,0,0
7070,বোমে তর কিছু হয় নাই।,0,1,0,0,0,0,1
7071,মার্কেট বন্ধ ঘোষণা করা হউক,1,0,0,0,0,0,0
7072,কাস্টমার ছাড়া চলবে কেমনে? লোক মার্কটে যাবেনা,1,0,0,0,0,0,0
7073,ইন্ডিয়া।হাসিনাকে সরাবে,0,1,0,0,0,0,0
7074,হকার উচ্ছেদ কর,1,0,0,0,0,0,0
7075,এবার ঈদে নিউ মার্কেট যাবো না,1,0,0,0,0,0,0
7076,"আপনাকে জাদুঘরে রাখা উচিত , আপনার উপর বোম মারছে কিন্তু আপনার কিছুই হলো না",0,1,0,0,0,0,0
7077,বাদা দিয়ে লাভ নাই খেলা শুরু হোক,0,1,0,1,0,0,0
7078,ছাত্রদের উপরে হামলার আন্দোলন। চলছে চলবে।,1,0,0,0,0,0,0
7080,নিউ মার্কেট বন্ধ করে দেওয়া হোক,1,0,0,0,0,0,0
7085,নিউমার্কেট বন্ধু হোক,1,0,0,0,0,0,0
7086,কারো কাছ থেকে জোর করে খেয়ে যাওয়া এবং পয়সা না দেওয়া এর থেকে বড় লজ্জার আর কি হতে পারে,1,0,0,0,0,0,0
7087,আপনার ওপর বোম মারছে তাহলে আপনি ভালো আছেন কিভাবে,0,1,0,0,0,0,1
7088,"তোমরা মানুষ মাইরা ফেললা আর তোমাদেরকে একটু ককটেল মারলে এত ভয় লাগে কেনো বাবারা!!

এমন করে চাদ রাত পর্যন্ত ডেইলি বিকালে শিক্ষার্থীরা আড্ডা দিলেই চলবে!

টোকাই ব্যবসায়ীদের হেডাম বের হয়ে যাবে।",1,1,0,0,0,0,0
7089,"নাহিদ নামের যে ছেলেটি মারা গেল,তার ব্যাপারে কোনো অনুশোচনা নাই। বাটপারেরা টাকার গরম দেখায়।
#কঠোর সাজা দেয়া হোক এবং তা দ্রুতই।",1,0,0,0,0,0,0
7093,গা পাছায়া বোম মারার পরও কীভাবে দাড়িয়ে আছেন,0,1,0,0,0,0,0
7094,ছাত্রদেরকে মেরে ওরা দোকান খুলার স্বপ্ন দেখে কি করে?,1,0,0,0,0,0,0
7095,ওইখানকার ব্যাবসায়ীরা ডাকাত তাো আবার আকংকিত হয় কেসনে?,1,0,0,0,0,0,0
